age,gender,student_status,university,satisfaction_rating,learning_style,preferred_population,school,plans_further_education,career_goal,cost_importance,culture_importance,internship_importance,ranking_influence,extracurricular_importance,family_influence,friend_influence,social_media_influence,scholarship_significance,has_scholarship,funding_source,financial_consideration,residence,personality,leadership_role,extracurricular_hours,extracurricular_type,cca_count,engagement_level,engagement_category,internship_participation,external_influence,selection_criteria_list,cca_list,satisfaction_group
25 - 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.0,Educator,8,6,7,6,5,7,6,4,7,0,Self-funded,7.5,Commute,Extroverted,0,4,Community,2,1,Low,1,5.666666666666667,"['Affordability', 'Support Services', 'Flexibility']","['Community Service', 'Social Club']",Neutral
25 - 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Business,0.0,Business Analyst,10,5,7,5,4,8,5,3,8,0,Family,9.0,Commute,Ambivert,0,11,Professional,1,1,Low,1,5.333333333333333,"['Support Services', 'Flexibility', 'Affordability']",['Professional Development'],Neutral
18 - 24,Female,International,SUSS,3,Hands-on/Practical,Medium,Education,0.5,Educator,8,6,7,3,5,7,6,3,8,1,Self-funded,8.0,Commute,Introverted,1,9,Community,1,3,Medium,1,5.333333333333333,"['Location', 'Course Offerings', 'Location']",['Social Club'],Neutral
18 - 24,Female,International,SUSS,3,Self-paced/Individual,Medium,Education,0.5,Social Worker,8,5,7,4,5,7,6,3,8,1,Family,8.0,Commute,Ambivert,0,9,Community,2,1,Low,0,5.333333333333333,"['Course Offerings', 'Flexibility', 'Flexibility']","['Professional Development', 'Community Service']",Neutral
18 - 24,Male,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.0,Educator,9,6,6,4,3,7,5,3,7,0,Family,8.0,On campus,Ambivert,0,10,Community,1,1,Low,1,5.0,"['Affordability', 'Flexibility', 'Location']",['Professional Development'],Neutral
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Social Sciences,0.5,Business Analyst,8,6,6,4,5,8,5,3,7,0,Family,7.5,Commute,Ambivert,0,5,Community,1,1,Low,1,5.333333333333333,"['Work-Life Balance', 'Flexibility', 'Flexibility']",['Social Club'],Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Education,1.0,Educator,9,5,7,4,5,8,5,4,7,0,Family,8.0,Commute,Ambivert,0,6,Community,1,1,Low,0,5.666666666666667,"['Support Services', 'Affordability', 'Flexibility']",['Interest Group'],Neutral
18 - 24,Female,International,SUSS,3,Visual,Medium,Social Sciences,1.0,Counselor,8,5,6,5,5,7,6,3,8,0,Self-funded,8.0,On campus,Ambivert,1,8,Community,1,3,Medium,1,5.333333333333333,"['Location', 'Location', 'Support Services']",['Support Group'],Neutral
25 - 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.5,Educator,8,6,7,4,4,7,5,4,8,0,Self-funded,8.0,Commute,Ambivert,1,11,Professional,1,3,Medium,1,5.333333333333333,"['Flexibility', 'Location', 'Course Offerings']",['Social Club'],Neutral
Over 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.0,Social Worker,9,6,7,5,4,8,6,3,8,0,Loan,8.5,Commute,Ambivert,0,9,Social,1,1,Low,1,5.666666666666667,"['Location', 'Course Offerings', 'Work-Life Balance']",['Social Club'],Neutral
Over 30,Female,Domestic,SUSS,4,Hands-on/Practical,Medium,Social Sciences,1.0,Social Worker,9,6,7,4,4,7,6,4,8,1,Loan,8.5,Off campus,Introverted,1,13,Community,1,3,Medium,1,5.666666666666667,"['Flexibility', 'Support Services', 'Work-Life Balance']",['Interest Group'],Satisfied
25 - 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.0,Business Analyst,9,5,6,5,5,7,5,3,7,0,Self-funded,8.0,On campus,Introverted,1,7,Community,3,4,Medium,1,5.0,"['Affordability', 'Course Offerings', 'Course Offerings']","['Professional Development', 'Social Club', 'Interest Group']",Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.0,Counselor,9,5,7,5,4,6,6,4,7,0,Self-funded,8.0,On campus,Ambivert,0,10,Community,1,1,Low,1,5.333333333333333,"['Course Offerings', 'Location', 'Affordability']",['Community Service'],Neutral
18 - 24,Female,Domestic,SUSS,3,Theoretical,Medium,Social Sciences,0.0,Counselor,8,6,7,5,4,7,5,4,7,0,Loan,7.5,Commute,Ambivert,0,11,Professional,3,2,Low,0,5.333333333333333,"['Affordability', 'Location', 'Course Offerings']","['Professional Development', 'Support Group', 'Community Service']",Neutral
25 - 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.0,Business Analyst,7,5,6,4,5,7,5,3,8,0,Family,7.5,Off campus,Ambivert,0,6,Community,2,1,Low,1,5.0,"['Work-Life Balance', 'Affordability', 'Affordability']","['Social Club', 'Interest Group']",Neutral
25 - 30,Female,International,SUSS,3,Self-paced/Individual,Medium,Business,0.0,Social Worker,8,5,7,4,5,7,5,3,8,0,Self-funded,8.0,Off campus,Ambivert,0,8,Community,1,1,Low,0,5.0,"['Work-Life Balance', 'Work-Life Balance', 'Location']",['Community Service'],Neutral
18 - 24,Female,Domestic,SUSS,4,Hands-on/Practical,Medium,Education,0.5,Entrepreneur,9,5,6,4,4,7,5,4,7,0,Self-funded,8.0,Commute,Introverted,0,7,Professional,2,1,Low,1,5.333333333333333,"['Course Offerings', 'Course Offerings', 'Affordability']","['Support Group', 'Community Service']",Satisfied
25 - 30,Male,Domestic,SUSS,2,Visual,Medium,Education,0.0,Business Analyst,9,5,7,5,4,7,5,3,7,0,Self-funded,8.0,On campus,Introverted,0,9,Community,2,1,Low,1,5.0,"['Flexibility', 'Location', 'Flexibility']","['Support Group', 'Community Service']",Dissatisfied
18 - 24,Male,Domestic,SUSS,3,Group-based,Medium,Business,1.0,Educator,9,5,7,5,4,7,5,3,7,0,Family,8.0,On campus,Introverted,0,9,Sports,2,1,Low,0,5.0,"['Course Offerings', 'Affordability', 'Support Services']","['Community Service', 'Support Group']",Neutral
18 - 24,Prefer not to say,International,SUSS,3,Auditory,Medium,Education,0.5,Social Worker,7,6,7,5,5,7,5,2,8,0,Self-funded,7.5,Commute,Ambivert,1,6,Community,2,3,Medium,0,4.666666666666667,"['Flexibility', 'Work-Life Balance', 'Work-Life Balance']","['Interest Group', 'Community Service']",Neutral
18 - 24,Female,Domestic,SUSS,4,Hands-on/Practical,Medium,Social Sciences,1.0,Entrepreneur,7,6,7,5,4,8,6,4,7,0,Loan,7.0,Commute,Introverted,0,6,Sports,3,2,Low,0,6.0,"['Flexibility', 'Flexibility', 'Work-Life Balance']","['Support Group', 'Community Service', 'Interest Group']",Satisfied
18 - 24,Female,Domestic,SUSS,3,Theoretical,Medium,Social Sciences,0.5,Educator,9,5,7,4,4,8,5,4,8,0,Family,8.5,Commute,Extroverted,1,6,Academic,1,3,Medium,1,5.666666666666667,"['Flexibility', 'Flexibility', 'Flexibility']",['Interest Group'],Neutral
18 - 24,Male,Domestic,SUSS,3,Group-based,Medium,Social Sciences,1.0,Educator,8,5,7,5,4,7,7,2,7,1,Loan,7.5,Commute,Ambivert,0,7,Social,1,1,Low,1,5.333333333333333,"['Course Offerings', 'Flexibility', 'Work-Life Balance']",['Social Club'],Neutral
25 - 30,Female,Domestic,SUSS,3,Group-based,Medium,Education,0.5,Counselor,8,6,6,4,5,8,5,4,8,0,Family,8.0,Commute,Ambivert,0,7,Community,2,1,Low,0,5.666666666666667,"['Affordability', 'Work-Life Balance', 'Flexibility']","['Community Service', 'Professional Development']",Neutral
Over 30,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,1.0,Social Worker,9,5,6,5,5,8,5,4,7,0,Family,8.0,Commute,Ambivert,0,6,Sports,1,1,Low,1,5.666666666666667,"['Affordability', 'Course Offerings', 'Support Services']",['Community Service'],Neutral
25 - 30,Female,Domestic,SUSS,3,Auditory,Medium,Business,1.0,Social Worker,10,5,7,5,4,7,6,3,8,0,Self-funded,9.0,Off campus,Introverted,0,7,Community,1,1,Low,0,5.333333333333333,"['Support Services', 'Support Services', 'Flexibility']",['Support Group'],Neutral
25 - 30,Female,Domestic,SUSS,3,Group-based,Medium,Education,0.0,Educator,8,5,6,4,4,8,6,4,7,1,Self-funded,7.5,Commute,Ambivert,0,10,Social,1,1,Low,1,6.0,"['Work-Life Balance', 'Support Services', 'Flexibility']",['Professional Development'],Neutral
25 - 30,Male,Domestic,SUSS,4,Self-paced/Individual,Medium,Education,0.0,Business Analyst,8,5,7,4,5,8,5,3,7,0,Self-funded,7.5,Commute,Introverted,0,10,Professional,2,2,Low,1,5.333333333333333,"['Course Offerings', 'Flexibility', 'Affordability']","['Social Club', 'Professional Development']",Satisfied
Over 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.0,Social Worker,9,6,6,4,4,7,5,5,7,0,Family,8.0,Commute,Ambivert,1,9,Community,3,4,Medium,1,5.666666666666667,"['Course Offerings', 'Work-Life Balance', 'Flexibility']","['Professional Development', 'Social Club', 'Social Club']",Neutral
25 - 30,Male,Domestic,SUSS,3,Auditory,Medium,Business,0.0,Social Worker,9,5,7,6,5,7,6,3,7,1,Self-funded,8.0,Off campus,Extroverted,0,6,Community,1,1,Low,1,5.333333333333333,"['Course Offerings', 'Location', 'Flexibility']",['Social Club'],Neutral
25 - 30,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.0,Business Analyst,8,5,6,4,5,8,6,4,8,0,Loan,8.0,Commute,Introverted,0,6,Professional,1,1,Low,1,6.0,"['Flexibility', 'Flexibility', 'Flexibility']",['Support Group'],Neutral
Under 18,Female,Domestic,SUSS,3,Visual,Medium,Education,1.0,Counselor,8,6,7,5,5,8,5,3,7,0,Self-funded,7.5,Commute,Extroverted,0,5,Sports,1,1,Low,1,5.333333333333333,"['Course Offerings', 'Course Offerings', 'Location']",['Professional Development'],Neutral
Over 30,Female,Domestic,SUSS,4,Self-paced/Individual,Medium,Education,1.0,Counselor,9,6,6,5,4,7,5,4,8,0,Self-funded,8.5,Commute,Introverted,0,10,Academic,1,1,Low,1,5.333333333333333,"['Location', 'Location', 'Flexibility']",['Professional Development'],Satisfied
25 - 30,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.0,Business Analyst,8,5,6,5,4,7,5,3,7,0,Family,7.5,Commute,Ambivert,1,5,Community,2,3,Medium,0,5.0,"['Location', 'Work-Life Balance', 'Course Offerings']","['Social Club', 'Community Service']",Neutral
Over 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.5,Business Analyst,9,6,6,4,5,7,6,3,8,0,Self-funded,8.5,On campus,Introverted,0,6,Community,1,1,Low,0,5.333333333333333,"['Location', 'Flexibility', 'Flexibility']",['Support Group'],Neutral
Over 30,Female,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.5,Social Worker,9,5,7,5,5,8,6,4,8,0,Family,8.5,Commute,Ambivert,0,7,Community,3,2,Low,1,6.0,"['Support Services', 'Flexibility', 'Affordability']","['Social Club', 'Support Group', 'Social Club']",Neutral
Over 30,Female,International,SUSS,3,Visual,Medium,Social Sciences,1.0,Social Worker,8,5,6,5,5,8,5,2,7,0,Scholarship,7.5,Commute,Ambivert,1,6,Professional,1,3,Medium,0,5.0,"['Course Offerings', 'Flexibility', 'Support Services']",['Support Group'],Neutral
25 - 30,Non-binary,Domestic,SUSS,4,Visual,Medium,Social Sciences,0.5,Entrepreneur,8,5,6,4,4,8,6,2,7,0,Loan,7.5,Off campus,Ambivert,1,8,Professional,1,3,Medium,1,5.333333333333333,"['Support Services', 'Support Services', 'Affordability']",['Community Service'],Satisfied
25 - 30,Non-binary,Domestic,SUSS,4,Group-based,Medium,Education,0.0,Social Worker,8,5,7,5,4,8,6,3,7,0,Scholarship,7.5,Commute,Ambivert,1,5,Professional,1,3,Medium,0,5.666666666666667,"['Flexibility', 'Location', 'Location']",['Professional Development'],Satisfied
25 - 30,Male,Domestic,SUSS,3,Group-based,Medium,Social Sciences,1.0,Business Analyst,8,6,6,4,4,7,6,4,7,0,Family,7.5,Commute,Introverted,0,9,Community,3,2,Low,1,5.666666666666667,"['Affordability', 'Flexibility', 'Location']","['Professional Development', 'Social Club', 'Social Club']",Neutral
25 - 30,Male,Domestic,SUSS,4,Hands-on/Practical,Medium,Education,1.0,Social Worker,8,6,5,3,4,7,4,3,6,0,Loan,7.0,Commute,Ambivert,0,7,Community,1,1,Low,1,4.666666666666667,"['Flexibility', 'Location', 'Support Services']",['Professional Development'],Satisfied
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Social Sciences,1.0,Educator,9,6,6,5,5,8,5,4,7,0,Self-funded,8.0,Commute,Ambivert,0,11,Social,2,2,Low,0,5.666666666666667,"['Course Offerings', 'Flexibility', 'Affordability']","['Professional Development', 'Support Group']",Neutral
18 - 24,Non-binary,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.0,Counselor,8,5,7,5,4,7,5,4,7,0,Loan,7.5,Commute,Extroverted,0,7,Community,1,1,Low,0,5.333333333333333,"['Support Services', 'Location', 'Flexibility']",['Support Group'],Neutral
18 - 24,Male,Domestic,SUSS,3,Visual,Medium,Business,0.0,Social Worker,9,6,7,5,5,8,6,4,8,0,Self-funded,8.5,Off campus,Extroverted,0,11,Professional,1,1,Low,1,6.0,"['Course Offerings', 'Affordability', 'Course Offerings']",['Community Service'],Neutral
25 - 30,Female,Domestic,SUSS,4,Visual,Medium,Social Sciences,0.5,Social Worker,8,6,6,5,5,8,6,4,8,0,Self-funded,8.0,Off campus,Ambivert,0,8,Academic,1,1,Low,1,6.0,"['Location', 'Affordability', 'Course Offerings']",['Community Service'],Satisfied
18 - 24,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.0,Business Analyst,9,5,6,5,5,8,5,4,7,0,Scholarship,8.0,Commute,Ambivert,1,8,Professional,3,4,Medium,1,5.666666666666667,"['Affordability', 'Affordability', 'Course Offerings']","['Professional Development', 'Support Group', 'Professional Development']",Neutral
18 - 24,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,1.0,Counselor,9,5,7,4,4,8,6,4,8,0,Self-funded,8.5,Commute,Extroverted,1,4,Community,2,3,Medium,1,6.0,"['Affordability', 'Flexibility', 'Location']","['Social Club', 'Community Service']",Neutral
25 - 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.5,Educator,8,6,7,5,4,7,5,3,7,1,Family,7.5,Commute,Introverted,0,8,Community,1,1,Low,1,5.0,"['Work-Life Balance', 'Location', 'Flexibility']",['Community Service'],Neutral
25 - 30,Female,Domestic,SUSS,3,Visual,Medium,Business,0.0,Counselor,9,5,7,4,4,8,5,2,8,0,Loan,8.5,Commute,Extroverted,1,10,Professional,2,4,Medium,1,5.0,"['Flexibility', 'Affordability', 'Flexibility']","['Support Group', 'Community Service']",Neutral
18 - 24,Male,Domestic,SUSS,4,Group-based,Medium,Education,1.0,Counselor,9,5,6,5,5,7,6,3,8,0,Family,8.5,Commute,Introverted,1,9,Community,1,3,Medium,1,5.333333333333333,"['Affordability', 'Location', 'Flexibility']",['Professional Development'],Satisfied
25 - 30,Prefer not to say,Domestic,SUSS,3,Self-paced/Individual,Medium,Education,0.5,Business Analyst,9,5,7,5,4,6,6,3,7,0,Self-funded,8.0,Commute,Introverted,0,5,Community,2,1,Low,1,5.0,"['Work-Life Balance', 'Course Offerings', 'Work-Life Balance']","['Professional Development', 'Community Service']",Neutral
Over 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.0,Business Analyst,10,5,7,5,4,7,6,4,7,0,Loan,8.5,Commute,Ambivert,0,3,Community,2,1,Low,1,5.666666666666667,"['Location', 'Flexibility', 'Affordability']","['Social Club', 'Professional Development']",Neutral
Over 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Business,0.0,Educator,8,6,7,4,5,8,5,4,7,0,Family,7.5,Commute,Ambivert,0,9,Academic,2,1,Low,1,5.666666666666667,"['Flexibility', 'Work-Life Balance', 'Affordability']","['Professional Development', 'Community Service']",Neutral
25 - 30,Male,Domestic,SUSS,4,Hands-on/Practical,Medium,Business,0.0,Social Worker,8,6,7,5,4,7,6,3,8,0,Self-funded,8.0,Off campus,Extroverted,0,5,Academic,3,2,Low,1,5.333333333333333,"['Affordability', 'Affordability', 'Support Services']","['Community Service', 'Support Group', 'Social Club']",Satisfied
25 - 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.0,Business Analyst,9,5,6,6,4,8,5,3,8,0,Self-funded,8.5,Commute,Ambivert,0,11,Sports,2,2,Low,0,5.333333333333333,"['Course Offerings', 'Affordability', 'Flexibility']","['Support Group', 'Community Service']",Neutral
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Education,0.5,Social Worker,9,5,6,5,4,8,6,4,8,1,Loan,8.5,Commute,Introverted,0,7,Community,2,1,Low,1,6.0,"['Flexibility', 'Course Offerings', 'Support Services']","['Community Service', 'Support Group']",Neutral
18 - 24,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Business,0.5,Educator,9,6,7,5,5,9,6,3,8,0,Family,8.5,Commute,Ambivert,0,11,Academic,3,2,Low,1,6.0,"['Work-Life Balance', 'Support Services', 'Support Services']","['Community Service', 'Professional Development', 'Community Service']",Neutral
25 - 30,Male,Domestic,SUSS,3,Group-based,Medium,Social Sciences,0.5,Business Analyst,10,5,7,4,5,7,5,3,8,0,Family,9.0,Commute,Introverted,0,7,Professional,1,1,Low,1,5.0,"['Affordability', 'Location', 'Affordability']",['Community Service'],Neutral
Over 30,Female,Domestic,SUSS,4,Self-paced/Individual,Medium,Social Sciences,0.0,Educator,7,6,6,4,4,8,6,3,7,0,Family,7.0,Off campus,Introverted,0,9,Community,2,1,Low,0,5.666666666666667,"['Flexibility', 'Flexibility', 'Flexibility']","['Professional Development', 'Interest Group']",Satisfied
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Social Sciences,0.0,Social Worker,9,5,7,5,4,8,7,3,7,0,Self-funded,8.0,On campus,Extroverted,0,13,Social,3,2,Low,1,6.0,"['Affordability', 'Affordability', 'Work-Life Balance']","['Professional Development', 'Social Club', 'Community Service']",Neutral
18 - 24,Female,Domestic,SUSS,4,Visual,Medium,Business,0.5,Educator,9,6,7,4,4,7,5,3,7,0,Loan,8.0,Off campus,Extroverted,0,8,Social,1,1,Low,1,5.0,"['Flexibility', 'Flexibility', 'Affordability']",['Professional Development'],Satisfied
18 - 24,Female,International,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.0,Entrepreneur,9,5,6,4,4,8,6,4,7,1,Family,8.0,Commute,Extroverted,0,6,Social,1,1,Low,1,6.0,"['Affordability', 'Affordability', 'Support Services']",['Social Club'],Neutral
25 - 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,1.0,Educator,8,6,7,4,5,7,6,4,7,0,Family,7.5,Commute,Ambivert,0,5,Community,1,1,Low,1,5.666666666666667,"['Location', 'Affordability', 'Flexibility']",['Social Club'],Neutral
Over 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.0,Educator,8,5,7,5,4,8,6,4,8,0,Family,8.0,Commute,Introverted,0,7,Professional,2,1,Low,0,6.0,"['Affordability', 'Work-Life Balance', 'Course Offerings']","['Social Club', 'Social Club']",Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.0,Educator,8,5,6,4,5,8,6,4,8,1,Self-funded,8.0,Commute,Ambivert,0,12,Community,2,2,Low,0,6.0,"['Work-Life Balance', 'Support Services', 'Support Services']","['Support Group', 'Professional Development']",Neutral
25 - 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.0,Educator,7,5,6,4,4,7,5,4,7,0,Family,7.0,Commute,Introverted,0,6,Community,1,1,Low,0,5.333333333333333,"['Flexibility', 'Location', 'Support Services']",['Community Service'],Neutral
18 - 24,Female,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.0,Entrepreneur,8,5,6,5,4,7,6,3,9,0,Self-funded,8.5,Commute,Introverted,0,4,Community,1,0,Low,0,5.333333333333333,"['Affordability', 'Location', 'Work-Life Balance']",['Professional Development'],Neutral
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Social Sciences,1.0,Business Analyst,9,5,6,4,4,7,5,4,7,0,Family,8.0,Commute,Introverted,1,9,Sports,2,3,Medium,1,5.333333333333333,"['Course Offerings', 'Support Services', 'Work-Life Balance']","['Professional Development', 'Professional Development']",Neutral
25 - 30,Male,Domestic,SUSS,3,Group-based,Medium,Social Sciences,0.5,Entrepreneur,9,5,7,4,4,7,6,3,9,0,Loan,9.0,Commute,Introverted,1,7,Professional,1,3,Medium,0,5.333333333333333,"['Location', 'Work-Life Balance', 'Course Offerings']",['Interest Group'],Neutral
18 - 24,Male,Domestic,SUSS,3,Group-based,Medium,Social Sciences,1.0,Social Worker,8,5,7,5,4,8,6,4,8,0,Family,8.0,Commute,Extroverted,0,8,Sports,2,1,Low,0,6.0,"['Work-Life Balance', 'Work-Life Balance', 'Affordability']","['Professional Development', 'Professional Development']",Neutral
Over 30,Female,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.5,Educator,8,6,7,5,5,7,6,4,7,1,Family,7.5,Commute,Introverted,1,9,Community,1,3,Medium,0,5.666666666666667,"['Support Services', 'Location', 'Work-Life Balance']",['Professional Development'],Neutral
18 - 24,Female,International,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.5,Educator,8,6,7,5,5,8,5,4,8,0,Family,8.0,On campus,Ambivert,0,9,Community,2,1,Low,1,5.666666666666667,"['Affordability', 'Flexibility', 'Location']","['Interest Group', 'Interest Group']",Neutral
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Social Sciences,1.0,Educator,9,5,7,5,4,7,7,4,9,0,Family,9.0,Off campus,Ambivert,0,14,Community,2,2,Low,0,6.0,"['Flexibility', 'Location', 'Flexibility']","['Social Club', 'Professional Development']",Neutral
Over 30,Female,Domestic,SUSS,3,Visual,Medium,Business,0.0,Social Worker,8,6,7,4,4,7,6,3,7,0,Loan,7.5,Commute,Introverted,0,9,Academic,3,2,Low,1,5.333333333333333,"['Work-Life Balance', 'Flexibility', 'Flexibility']","['Interest Group', 'Professional Development', 'Social Club']",Neutral
Over 30,Female,International,SUSS,3,Hands-on/Practical,Medium,Education,0.0,Business Analyst,9,6,7,4,5,7,5,4,7,1,Family,8.0,Commute,Ambivert,1,5,Community,2,3,Medium,0,5.333333333333333,"['Affordability', 'Flexibility', 'Location']","['Social Club', 'Support Group']",Neutral
